index,away,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,home,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,name,opponent,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds,team,week,year
1959,TB,1.0,0.0,0.0,0.0,2.0,,,,,,HOU,,,,,,,,,,,,,,,K.Johnson,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1960,TB,0.0,0.0,0.0,0.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,C.Covington,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1961,TB,2.0,0.0,0.0,0.0,3.0,,,,,,HOU,,,,,,,,,,,,,,,B.Cushing,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1962,TB,0.0,0.0,0.0,0.0,2.0,,,,,,HOU,,,,,,,,,,,,,,,R.Moore,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1963,TB,0.0,0.0,0.0,0.0,6.0,,,,,,HOU,,,,,,,,,,,,,,,K.Jackson,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1964,TB,0.0,0.0,0.0,0.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,J.Crick,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1965,TB,1.0,0.0,0.0,0.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,B.McKinney,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1966,TB,0.0,0.0,0.0,0.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,J.Simon,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1967,TB,3.0,0.0,0.0,0.0,2.0,,,,,,HOU,,,,,,,,,,,,,,,J.Watt,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,3,2015
1968,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,J.Winston,HOU,36.0,17.0,1.0,1.0,0.0,0.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1969,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,C.Sims,HOU,,,,,,,,,,,,,,,,,,32.0,32.0,2.0,1.0,0.0,0.0,41.0,6.0,9.0,0.0,0.0,0.0,0.0,11.0,TB,3,2015
1970,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,D.Martin,HOU,,,,,,,,,,,,,,,,,,,,,,,,,14.0,17.0,0.0,0.0,0.0,0.0,46.0,TB,3,2015
1971,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,M.Evans,HOU,,,,,,,,,,,,,,,,,,20.0,0.0,7.0,0.0,0.0,0.0,101.0,,,,,,,,TB,3,2015
1972,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,L.Murphy,HOU,,,,,,,,,,,,,,,,,,33.0,0.0,3.0,0.0,0.0,0.0,61.0,,,,,,,,TB,3,2015
1973,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,V.Jackson,HOU,,,,,,,,,,,,,,,,,,21.0,0.0,2.0,0.0,0.0,0.0,40.0,,,,,,,,TB,3,2015
1974,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,B.Myers,HOU,,,,,,,,,,,,,,,,,,10.0,0.0,3.0,0.0,0.0,0.0,18.0,,,,,,,,TB,3,2015
1975,TB,,,,,,0.0,2.0,2.0,2.0,0.0,HOU,,,,,,,,,,27.0,27.0,0.0,1.0,0.0,B.Rainey,HOU,,,,,,,,,,,,,9.0,23.0,0.0,5.0,0.0,,,,,,,,,,,,,,,TB,3,2015
1976,TB,,,,,,,,,,,HOU,4.0,1.0,58.0,3.0,1.0,0.0,0.0,1.0,0.0,,,,,,K.Brindza,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1977,TB,,,,,,,,,,,HOU,,,,,,,,,,,,,,,J.Schum,HOU,,,,,,,,42.0,3.0,55.0,7.0,312.0,,,,,,,,,,,,,,,,,,,,TB,3,2015
1978,TB,0.0,0.0,0.0,0.0,2.0,,,,,,HOU,,,,,,,,,,,,,,,G.Johnson,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1979,TB,1.0,0.0,0.0,0.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,T.McDaniel,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1980,TB,2.0,0.0,0.0,0.0,2.0,,,,,,HOU,,,,,,,,,,,,,,,W.Gholston,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1981,TB,5.0,0.0,0.0,0.0,4.0,,,,,,HOU,,,,,,,,,,,,,,,S.Moore,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1982,TB,4.0,0.0,0.0,0.0,4.0,,,,,,HOU,,,,,,,,,,,,,,,C.McDonald,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1983,TB,2.0,0.0,0.0,0.0,7.0,,,,,,HOU,,,,,,,,,,,,,,,C.Conte,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1984,TB,5.0,0.0,1.0,0.0,5.0,,,,,,HOU,,,,,,,,,,,,,,,K.Alexander,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1985,TB,11.0,0.0,0.0,0.0,3.0,,,,,,HOU,,,,,,,,,,,,,,,L.David,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1986,TB,0.0,0.0,0.0,0.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,A.Verner,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1987,TB,1.0,0.0,0.0,0.0,0.0,,,,,,HOU,,,,,,,,,,,,,,,K.Tandy,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1988,TB,0.0,0.0,0.0,0.0,2.0,,,,,,HOU,,,,,,,,,,,,,,,M.Jenkins,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1989,TB,1.0,0.0,0.0,0.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,G.McCoy,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1990,TB,6.0,0.0,0.0,0.0,3.0,,,,,,HOU,,,,,,,,,,,,,,,B.McDougald,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1991,TB,1.0,0.0,0.0,0.0,4.0,,,,,,HOU,,,,,,,,,,,,,,,J.Smith,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1992,TB,2.0,0.0,0.0,1.0,1.0,,,,,,HOU,,,,,,,,,,,,,,,H.Melton,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1993,TB,1.0,0.0,0.0,0.0,2.0,,,,,,HOU,,,,,,,,,,,,,,,B.Carter,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1994,TB,2.0,0.0,0.0,0.0,0.0,,,,,,HOU,,,,,,,,,,,,,,,J.Banks,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1995,TB,2.0,0.0,0.0,0.0,4.0,,,,,,HOU,,,,,,,,,,,,,,,D.Swearinger,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1996,TB,1.0,0.0,0.0,0.0,4.0,,,,,,HOU,,,,,,,,,,,,,,,T.Jennings,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,3,2015
1997,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,T.Bridgewater,SD,24.0,13.0,1.0,0.0,0.0,0.0,121.0,,,,,,,,,,,,,,,,,,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,MIN,3,2015
1998,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,J.McKinnon,SD,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,0.0,0.0,0.0,0.0,18.0,MIN,3,2015
1999,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,Z.Line,SD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,MIN,3,2015
2000,SD,,,,,,,,,,,MIN,,,,,,,,,,26.0,32.0,0.0,2.0,0.0,C.Patterson,SD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,0.0,0.0,0.0,9.0,MIN,3,2015
2001,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,A.Peterson,SD,,,,,,,,,,,,,,,,,,,,,,,,,20.0,43.0,43.0,2.0,0.0,0.0,126.0,MIN,3,2015
2002,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,M.Asiata,SD,,,,,,,,,,,,,,,,,,6.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,MIN,3,2015
2003,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,M.Wallace,SD,,,,,,,,,,,,,,,,,,19.0,0.0,3.0,0.0,0.0,0.0,49.0,,,,,,,,MIN,3,2015
2004,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,K.Rudolph,SD,,,,,,,,,,,,,,,,,,10.0,0.0,2.0,0.0,0.0,0.0,14.0,,,,,,,,MIN,3,2015
2005,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,J.Wright,SD,,,,,,,,,,,,,,,,,,17.0,0.0,3.0,0.0,0.0,0.0,28.0,,,,,,,,MIN,3,2015
2006,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,A.Thielen,SD,,,,,,,,,,,,,,,,,,11.0,0.0,2.0,0.0,0.0,0.0,16.0,,,,,,,,MIN,3,2015
2007,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,C.Johnson,SD,,,,,,,,,,,,,,,,,,9.0,0.0,1.0,0.0,0.0,0.0,9.0,,,,,,,,MIN,3,2015
2008,SD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,MIN,,,,,,,,,,,,,,,C.Munnerlyn,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2009,SD,,,,,,,,,,,MIN,1.0,1.0,24.0,3.0,4.0,0.0,4.0,0.0,4.0,,,,,,B.Walsh,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2010,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,J.Locke,SD,,,,,,,,41.0,2.0,60.0,4.0,165.0,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2011,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,M.Sherels,SD,,,,,,,,,,,,,12.0,20.0,0.0,3.0,0.0,,,,,,,,,,,,,,,MIN,3,2015
2012,SD,3.0,0.0,0.0,0.0,5.0,,,,,,MIN,,,,,,,,,,,,,,,H.Smith,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2013,SD,1.0,0.0,0.0,0.0,3.0,,,,,,MIN,,,,,,,,,,,,,,,G.Hodges,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2014,SD,1.0,0.0,0.0,0.0,4.0,,,,,,MIN,,,,,,,,,,,,,,,T.Waynes,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2015,SD,0.0,0.0,0.0,0.0,2.0,,,,,,MIN,,,,,,,,,,,,,,,S.Crichton,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2016,SD,1.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,S.Stephen,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2017,SD,0.0,0.0,0.0,0.0,2.0,,,,,,MIN,,,,,,,,,,,,,,,B.Robison,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2018,SD,0.0,1.0,0.0,1.0,6.0,,,,,,MIN,,,,,,,,,,,,,,,A.Barr,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2019,SD,1.0,0.0,0.0,1.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,T.Johnson,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2020,SD,0.0,0.0,1.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,C.Greenway,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2021,SD,0.0,0.0,0.0,0.0,2.0,,,,,,MIN,,,,,,,,,,,,,,,L.Joseph,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2022,SD,0.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,R.Blanton,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2023,SD,0.0,0.0,0.0,0.0,4.0,,,,,,MIN,,,,,,,,,,,,,,,T.Newman,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2024,SD,0.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,A.Exum,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2025,SD,1.0,0.0,0.0,0.0,3.0,,,,,,MIN,,,,,,,,,,,,,,,A.Sendejo,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2026,SD,2.0,0.0,0.0,1.5,4.0,,,,,,MIN,,,,,,,,,,,,,,,E.Griffen,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2027,SD,2.0,0.0,0.0,0.5,1.0,,,,,,MIN,,,,,,,,,,,,,,,S.Floyd,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2028,SD,0.0,0.0,0.0,0.0,3.0,,,,,,MIN,,,,,,,,,,,,,,,X.Rhodes,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2029,SD,0.0,0.0,0.0,0.0,9.0,,,,,,MIN,,,,,,,,,,,,,,,E.Kendricks,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,3,2015
2030,SD,,,,,,1.0,0.0,1.0,0.0,0.0,MIN,,,,,,,,,,,,,,,P.Rivers,MIN,34.0,21.0,1.0,1.0,0.0,0.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2031,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,K.Clemens,MIN,6.0,5.0,0.0,1.0,0.0,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2032,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,M.Gordon,MIN,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,0.0,0.0,0.0,0.0,51.0,SD,3,2015
2033,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,D.Woodhead,MIN,,,,,,,,,,,,,,,,,,22.0,0.0,3.0,0.0,0.0,0.0,32.0,5.0,7.0,0.0,0.0,0.0,0.0,11.0,SD,3,2015
2034,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,D.Johnson,MIN,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,2.0,SD,3,2015
2035,SD,,,,,,,,,,,MIN,,,,,,,,,,19.0,19.0,0.0,1.0,0.0,B.Oliver,MIN,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,0.0,0.0,0.0,0.0,26.0,SD,3,2015
2036,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,S.Johnson,MIN,,,,,,,,,,,,,,,,,,30.0,0.0,3.0,0.0,0.0,0.0,46.0,,,,,,,,SD,3,2015
2037,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,J.Phillips,MIN,,,,,,,,,,,,,,,,,,15.0,0.0,4.0,0.0,0.0,0.0,35.0,,,,,,,,SD,3,2015
2038,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,K.Allen,MIN,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,34.0,34.0,12.0,2.0,0.0,0.0,133.0,,,,,,,,SD,3,2015
2039,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,M.Floyd,MIN,,,,,,,,,,,,,,,,,,39.0,0.0,4.0,0.0,0.0,0.0,63.0,,,,,,,,SD,3,2015
2040,SD,,,,,,,,,,,MIN,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,J.Lambo,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2041,SD,,,,,,,,,,,MIN,,,,,,,,,,,,,,,M.Scifres,MIN,,,,,,,,38.0,2.0,68.0,6.0,263.0,,,,,,,,,,,,,,,,,,,,SD,3,2015
2042,SD,1.0,0.0,0.0,0.0,3.0,,,,,,MIN,,,,,,,,,,,,,,,J.Wilson,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2043,SD,2.0,0.0,0.0,0.0,6.0,,,,,,MIN,,,,,,,,,,,,,,,E.Weddle,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2044,SD,0.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,J.Verrett,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2045,SD,0.0,0.0,0.0,0.0,3.0,,,,,,MIN,,,,,,,,,,,,,,,J.Attaochu,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2046,SD,2.0,0.0,0.0,0.0,3.0,,,,,,MIN,,,,,,,,,,,,,,,M.Te'o,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2047,SD,3.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,D.Butler,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2048,SD,0.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,K.Emanuel,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2049,SD,0.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,A.Phillips,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2050,SD,0.0,0.0,1.0,0.0,2.0,,,,,,MIN,,,,,,,,,,,,,,,S.Williams,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2051,SD,1.0,0.0,0.0,0.0,2.0,,,,,,MIN,,,,,,,,,,,,,,,C.Liuget,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2052,SD,1.0,0.0,0.0,0.0,6.0,,,,,,MIN,,,,,,,,,,,,,,,M.Ingram,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2053,SD,1.0,0.0,0.0,0.0,4.0,,,,,,MIN,,,,,,,,,,,,,,,P.Robinson,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2054,SD,0.0,0.0,0.0,0.0,3.0,,,,,,MIN,,,,,,,,,,,,,,,K.Reyes,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2055,SD,0.0,0.0,0.0,0.0,1.0,,,,,,MIN,,,,,,,,,,,,,,,C.Law,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD,3,2015
2056,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,J.Hekker,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,50.0,4.0,170.0,,,,,,,,,,,,,,,,,,,,STL,3,2015
2057,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,N.Foles,PIT,28.0,19.0,1.0,0.0,0.0,0.0,197.0,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,0.0,0.0,0.0,10.0,STL,3,2015
2058,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,C.Givens,PIT,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,0.0,0.0,0.0,0.0,24.0,STL,3,2015
2059,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,T.Mason,PIT,,,,,,,,,,,,,,,,,,15.0,0.0,1.0,0.0,0.0,0.0,15.0,9.0,7.0,0.0,0.0,0.0,0.0,16.0,STL,3,2015
2060,PIT,,,,,,,,,,,STL,,,,,,,,,,24.0,26.0,0.0,2.0,0.0,B.Cunningham,PIT,,,,,,,,,,,,,,,,,,12.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,12.0,0.0,0.0,0.0,0.0,12.0,STL,3,2015
2061,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,T.Gurley,PIT,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,STL,3,2015
2062,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,T.Austin,PIT,,,,,,,,,,,,,10.0,20.0,0.0,3.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,38.0,,,,,,,,STL,3,2015
2063,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,K.Britt,PIT,,,,,,,,,,,,,,,,,,26.0,0.0,7.0,0.0,0.0,0.0,102.0,,,,,,,,STL,3,2015
2064,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,L.Kendricks,PIT,,,,,,,,,,,,,,,,,,7.0,0.0,2.0,0.0,0.0,0.0,12.0,,,,,,,,STL,3,2015
2065,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,J.Cook,PIT,,,,,,,,,,,,,,,,,,7.0,0.0,1.0,0.0,0.0,0.0,7.0,,,,,,,,STL,3,2015
2066,PIT,,,,,,,,,,,STL,2.0,2.0,49.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,G.Zuerlein,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2067,PIT,3.0,0.0,0.0,0.0,5.0,,,,,,STL,,,,,,,,,,,,,,,T.McDonald,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2068,PIT,3.0,0.0,0.0,1.0,1.0,,,,,,STL,,,,,,,,,,,,,,,M.Barron,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2069,PIT,1.0,0.0,0.0,1.0,3.0,,,,,,STL,,,,,,,,,,,,,,,A.Donald,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2070,PIT,4.0,0.0,0.0,2.0,5.0,,,,,,STL,,,,,,,,,,,,,,,A.Ogletree,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2071,PIT,2.0,0.0,0.0,0.0,3.0,,,,,,STL,,,,,,,,,,,,,,,L.Joyner,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2072,PIT,4.0,0.0,0.0,0.0,4.0,,,,,,STL,,,,,,,,,,,,,,,J.Laurinaitis,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2073,PIT,1.0,0.0,0.0,0.0,2.0,,,,,,STL,,,,,,,,,,,,,,,T.Johnson,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2074,PIT,3.0,0.0,1.0,0.0,6.0,,,,,,STL,,,,,,,,,,,,,,,J.Jenkins,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2075,PIT,3.0,0.0,0.0,0.0,4.0,,,,,,STL,,,,,,,,,,,,,,,R.McLeod,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2076,PIT,0.0,1.0,0.0,1.0,1.0,,,,,,STL,,,,,,,,,,,,,,,R.Quinn,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2077,PIT,1.0,0.0,0.0,0.0,1.0,,,,,,STL,,,,,,,,,,,,,,,E.Westbrooks,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2078,PIT,1.0,0.0,0.0,0.0,2.0,,,,,,STL,,,,,,,,,,,,,,,M.Brockers,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,3,2015
2079,PIT,,,,,,0.0,0.0,1.0,0.0,0.0,STL,,,,,,,,,,,,,,,M.Vick,STL,6.0,5.0,0.0,0.0,0.0,0.0,38.0,,,,,,,,,,,,,,,,,,2.0,-1.0,0.0,0.0,0.0,0.0,-2.0,PIT,3,2015
2080,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,B.Roethlisberger,STL,24.0,20.0,1.0,0.0,1.0,0.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,PIT,3,2015
2081,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,De.Williams,STL,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,2.0,PIT,3,2015
2082,PIT,,,,,,0.0,1.0,0.0,1.0,0.0,STL,,,,,,,,,,,,,,,L.Bell,STL,,,,,,,,,,,,,,,,,,20.0,0.0,7.0,0.0,0.0,0.0,70.0,19.0,23.0,1.0,1.0,0.0,0.0,62.0,PIT,3,2015
2083,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,M.Wheaton,STL,,,,,,,,,,,,,,,,,,12.0,0.0,2.0,0.0,0.0,0.0,16.0,,,,,,,,PIT,3,2015
2084,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,D.Heyward-Bey,STL,,,,,,,,,,,,,,,,,,7.0,0.0,3.0,0.0,1.0,0.0,19.0,,,,,,,,PIT,3,2015
2085,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,A.Brown,STL,,,,,,,,,,,,,,,,,,19.0,0.0,11.0,0.0,0.0,0.0,108.0,,,,,,,,PIT,3,2015
2086,PIT,,,,,,,,,,,STL,,,,,,,,,,,,,,,H.Miller,STL,,,,,,,,,,,,,,,,,,9.0,0.0,2.0,0.0,0.0,0.0,17.0,,,,,,,,PIT,3,2015
2087,PIT,,,,,,,,,,,STL,2.0,2.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,J.Scobee,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,3,2015
